@relation PC3

@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {FALSE,TRUE}

@data
28,6,7,26,2,16,12,51,57,108,519.19,0.05,19.13,9929.59,0.17,551.64,7,6,2,12,6,4,0.14,2,2,0.5,0.1,0,17,1,0,27.15,0.25,3,15,42,25.71,FALSE
7,6,16,6,1,8,10,11,19,30,125.1,0.15,6.87,860.05,0.04,47.78,3,2,1,4,2,2,0.29,2,2,1,0.07,1,6,1,0,18.2,0.5,1,6,30,73.91,FALSE
18,1,0,18,0,16,8,22,26,48,220.08,0.18,5.5,1210.43,0.07,67.25,7,6,0,12,6,4,0.22,2,1,0.25,0.2,1,14,1,0,40.01,0.25,3,12,20,0,FALSE
6,1,0,6,0,9,9,9,14,23,95.91,0.22,4.5,431.59,0.03,23.98,3,2,3,4,2,2,0.33,2,2,1,0.25,0,8,1,0,21.31,0.5,1,8,8,0,FALSE
12,6,28,12,0,11,12,31,38,69,312.13,0.06,16.91,5277.76,0.1,293.21,3,2,0,4,2,2,0.17,2,1,0.5,0.04,1,5,1,0,18.46,0.5,1,5,47,70,FALSE
10,0,0,10,0,12,9,24,29,53,232.79,0.11,9,2095.13,0.08,116.4,5,4,2,8,4,3,0.3,2,3,1,0.27,0,11,1,0,25.87,0.33,2,10,11,0,FALSE
6,0,0,6,0,4,8,9,10,19,68.11,0.11,9,613.03,0.02,34.06,3,2,0,4,2,2,0.33,2,1,0.5,0.29,0,6,1,0,7.57,0.5,1,6,7,0,FALSE
23,3,0,23,0,22,19,43,59,102,546.47,0.05,18.57,10146.96,0.18,563.72,11,6,3,12,6,7,0.3,2,4,0.57,0.26,2,25,4,0.5,29.43,0.57,3,20,27,0,FALSE
5,0,0,5,0,5,8,6,11,17,62.91,0.21,4.8,301.96,0.02,16.78,5,2,0,6,3,3,0.6,3,1,0.33,0.5,1,7,3,1,13.11,1,2,6,6,0,FALSE
11,1,0,11,0,5,11,17,24,41,164,0.05,18.7,3066.8,0.05,170.38,9,8,0,16,8,5,0.45,2,1,0.2,0.38,2,18,5,1,8.77,1,4,15,13,0,FALSE
10,15,2,9,1,7,7,9,16,25,95.18,0.22,4.5,428.33,0.03,23.8,3,2,4,4,2,2,0.2,2,2,1,0.07,0,8,1,0,21.15,0.5,1,8,28,25,FALSE
21,3,8,21,0,30,18,49,62,111,619.93,0.07,14.7,9112.98,0.21,506.28,5,4,3,8,4,3,0.14,2,1,0.33,0.09,0,13,1,0,42.17,0.33,2,12,33,27.59,FALSE
11,0,0,11,0,10,9,13,17,30,127.44,0.17,5.85,745.51,0.04,41.42,3,2,1,4,2,2,0.18,2,2,1,0.17,1,6,1,0,21.78,0.5,1,6,12,0,FALSE
20,1,0,20,0,22,8,121,122,243,1192.37,0.05,22,26232.24,0.4,1457.35,3,2,0,4,2,2,0.1,2,1,0.5,0.09,3,7,1,0,54.2,0.5,1,7,22,0,FALSE
9,1,0,8,1,7,9,15,19,34,136,0.1,9.64,1311.43,0.05,72.86,3,2,0,4,2,2,0.22,2,1,0.5,0.18,2,6,1,0,14.1,0.5,1,6,11,11.11,FALSE
49,6,11,49,0,36,18,220,237,457,2629.98,0.02,55,144649.1,0.88,8036.06,5,4,2,8,4,3,0.06,2,1,0.33,0.04,3,14,1,0,47.82,0.33,2,13,67,18.33,FALSE
11,0,0,11,0,10,13,14,19,33,149.28,0.11,9.1,1358.43,0.05,75.47,5,2,0,6,3,3,0.27,3,1,0.33,0.25,2,8,3,1,16.4,1,2,7,12,0,FALSE
39,14,0,39,0,79,16,239,361,600,3941.91,0.04,24.2,95404.28,1.31,5300.24,35,34,3,68,34,18,0.46,2,1,0.06,0.33,1,103,1,0,162.87,0.06,17,87,54,0,TRUE
39,5,3,39,0,30,18,83,92,175,977.37,0.04,24.9,24336.47,0.33,1352.03,15,14,5,28,14,8,0.21,2,8,1,0.17,3,42,1,0,39.25,0.13,7,36,48,7.14,FALSE
6,1,0,6,0,4,10,8,19,27,102.8,0.1,10,1027.99,0.03,57.11,7,6,1,12,6,4,0.67,2,2,0.5,0.5,1,14,4,1,10.28,1,3,12,8,0,FALSE
48,11,4,48,0,49,22,90,107,197,1211.5,0.05,20.2,24477.25,0.4,1359.85,9,10,12,20,10,5,0.1,2,5,1,0.08,0,32,1,0,59.96,0.2,5,29,64,7.69,FALSE
30,24,7,24,6,39,21,74,83,157,927.38,0.05,19.92,18476.3,0.31,1026.46,13,10,2,22,11,7,0.23,2.2,3,0.43,0.11,1,29,3,0.33,46.55,0.43,6,24,62,35.14,FALSE
7,1,0,6,1,13,16,18,44,62,301.19,0.09,11.08,3336.31,0.1,185.35,3,2,1,4,2,2,0.29,2,2,1,0.22,0,6,1,0,27.19,0.5,1,6,9,14.29,FALSE
34,8,4,33,1,50,15,144,163,307,1848.87,0.05,21.6,39935.53,0.62,2218.64,7,6,2,12,6,4,0.12,2,3,0.75,0.09,1,29,1,0,85.6,0.25,3,27,47,13.16,TRUE
31,24,25,24,7,38,14,53,65,118,672.65,0.1,9.76,6567.21,0.22,364.84,9,8,4,16,8,5,0.16,2,3,0.6,0.06,0,24,1,0,68.9,0.2,4,21,81,57.14,FALSE
35,7,3,35,0,30,16,46,58,104,574.45,0.08,12.27,7046.59,0.19,391.48,7,2,4,4,2,5,0.14,2,5,1,0.11,1,14,1,0,46.83,0.2,1,11,46,7.89,FALSE
35,7,0,34,1,22,15,132,146,278,1448.23,0.02,45,65170.26,0.48,3620.57,11,10,0,20,10,6,0.17,2,1,0.17,0.14,5,23,1,0,32.18,0.17,5,19,43,2.86,FALSE
12,4,0,12,0,14,10,22,25,47,215.49,0.13,7.86,1693.16,0.07,94.06,5,2,4,6,3,3,0.25,3,2,0.67,0.18,3,11,3,1,27.43,1,2,10,17,0,FALSE
20,9,3,20,0,32,14,67,71,138,762.25,0.07,14.66,11171.75,0.25,620.65,3,2,3,4,2,2,0.1,2,2,1,0.06,1,12,1,0,52.01,0.5,1,12,33,13.04,TRUE
19,3,9,18,1,16,12,22,31,53,254.79,0.12,8.25,2102.02,0.08,116.78,9,6,0,14,7,5,0.26,2.33,1,0.2,0.16,4,16,4,0.75,30.88,0.8,4,13,32,35.71,FALSE
7,4,0,7,0,8,10,17,18,35,145.95,0.09,10.63,1550.69,0.05,86.15,3,2,0,4,2,2,0.29,2,1,0.5,0.17,0,7,1,0,13.74,0.5,1,7,12,0,FALSE
24,2,0,24,0,26,14,49,60,109,580.09,0.08,13.19,7652.73,0.19,425.15,19,18,3,36,18,10,0.42,2,4,0.4,0.37,4,40,4,0.33,43.97,0.4,9,32,27,0,FALSE
154,12,0,154,0,108,68,893,1349,2242,16724.05,0,281.13,4701624.47,5.57,261201.38,74,36,10,72,36,55,0.36,2,45,0.82,0.32,3,257,1,0,59.49,0.02,18,204,174,0,FALSE
32,9,5,32,0,43,27,71,89,160,980.69,0.04,22.29,21860.16,0.33,1214.45,11,8,9,18,9,6,0.19,2.25,6,1,0.13,0,27,3,0.4,44,0.5,5,23,47,13.51,FALSE
10,6,0,9,1,10,13,20,26,46,208.08,0.08,13,2705.09,0.07,150.28,3,2,1,4,2,2,0.2,2,2,1,0.12,4,7,1,0,16.01,0.5,1,7,17,10,FALSE
24,2,0,23,1,17,14,32,52,84,416.15,0.08,13.18,5483.42,0.14,304.63,11,6,3,16,8,6,0.25,2.67,4,0.67,0.22,2,19,6,1,31.58,1,5,15,27,4.17,FALSE
18,3,0,18,0,21,19,61,70,131,697.17,0.04,27.6,19238.64,0.23,1068.81,15,12,4,26,13,8,0.44,2.17,5,0.63,0.36,2,31,3,0.29,25.26,0.38,7,25,22,0,FALSE
4,3,0,4,0,6,10,9,10,19,76,0.13,7.5,570,0.03,31.67,3,2,1,4,2,2,0.5,2,2,1,0.25,1,7,1,0,10.13,0.5,1,7,8,0,FALSE
11,0,2,10,1,6,7,34,36,70,259.02,0.05,19.83,5137.44,0.09,285.41,13,12,0,24,12,7,0.64,2,1,0.14,0.5,0,31,1,0,13.06,0.14,6,26,14,23.08,FALSE
56,13,1,56,0,95,15,423,622,1045,7086.52,0.03,33.39,236652.5,2.36,13147.36,65,64,3,128,64,33,0.59,2,4,0.12,0.46,1,189,1,0,212.2,0.03,32,158,71,1.75,TRUE
15,8,19,15,0,17,13,27,32,59,289.51,0.1,10.32,2988.73,0.1,166.04,5,2,5,6,3,3,0.2,3,1,0.33,0.07,1,13,1,0,28.04,0.33,2,12,43,55.88,FALSE
18,1,0,18,0,23,21,47,57,104,567.78,0.05,21.46,12182.6,0.19,676.81,15,10,2,24,12,8,0.44,2.4,5,0.63,0.4,3,29,5,0.57,26.46,0.63,7,23,20,0,FALSE
7,0,1,7,0,9,10,15,18,33,140.18,0.12,8.33,1168.18,0.05,64.9,3,2,0,4,2,2,0.29,2,1,0.5,0.22,5,6,1,0,16.82,0.5,1,6,9,12.5,FALSE
18,2,0,17,1,22,15,29,41,70,364.66,0.1,9.89,3605.18,0.12,200.29,11,10,4,20,10,6,0.33,2,5,0.83,0.29,2,26,3,0.4,36.89,0.5,5,22,21,5.56,FALSE
53,48,26,51,2,72,11,123,133,256,1632.01,0.11,9.4,15334.09,0.54,851.89,5,2,8,6,3,3,0.06,3,2,0.67,0.02,0,16,3,1,173.7,1,2,15,128,35.44,TRUE
8,0,2,8,0,5,6,6,8,14,48.43,0.28,3.6,174.36,0.02,9.69,3,2,1,4,2,2,0.25,2,2,1,0.18,1,5,1,0,13.45,0.5,1,5,11,20,FALSE
10,1,0,10,0,5,14,15,28,43,182.66,0.05,21,3835.88,0.06,213.1,9,4,0,12,6,5,0.5,3,1,0.2,0.42,3,14,5,1,8.7,1,4,11,12,0,FALSE
23,6,5,21,2,26,10,43,46,89,460.12,0.12,8.27,3804.87,0.15,211.38,3,2,7,4,2,2,0.09,2,2,1,0.06,4,13,1,0,55.64,0.5,1,13,35,25,FALSE
14,0,0,14,0,13,17,28,35,63,309.13,0.05,18.31,5659.53,0.1,314.42,11,8,4,18,9,6,0.43,2.25,4,0.67,0.4,1,20,6,1,16.89,1,5,16,15,0,FALSE
33,6,0,30,3,29,19,92,95,187,1044.39,0.03,30.14,31475.69,0.35,1748.65,13,12,4,24,12,7,0.21,2,4,0.57,0.18,3,31,1,0,34.65,0.14,6,26,40,9.09,FALSE
32,11,0,30,2,36,10,48,56,104,574.45,0.15,6.67,3829.67,0.19,212.76,3,2,2,4,2,2,0.06,2,1,0.5,0.05,7,8,1,0,86.17,0.5,1,8,43,6.25,FALSE
7,1,0,7,0,4,10,7,15,22,83.76,0.11,8.75,732.92,0.03,40.72,5,4,1,8,4,3,0.43,2,2,0.67,0.33,2,10,3,1,9.57,1,2,9,9,0,FALSE
19,1,0,18,1,15,16,30,39,69,341.84,0.06,16,5469.43,0.11,303.86,11,8,4,18,9,6,0.32,2.25,4,0.67,0.29,1,20,6,1,21.36,1,5,16,21,5.26,FALSE
12,8,0,11,1,12,15,42,54,96,456.47,0.04,26.25,11982.32,0.15,665.68,5,2,0,6,3,3,0.25,3,1,0.33,0.14,3,7,1,0,17.39,0.33,2,6,21,8.33,TRUE
10,4,0,10,0,14,12,20,23,43,202.12,0.12,8.57,1732.45,0.07,96.25,5,4,3,8,4,3,0.3,2,3,1,0.2,0,11,1,0,23.58,0.33,2,10,15,0,FALSE
75,1,0,75,0,65,38,255,439,694,4640.43,0.01,74.54,345890.61,1.55,19216.15,107,92,7,198,99,54,0.72,2.15,24,0.44,0.7,3,219,25,0.45,62.26,0.46,53,167,77,0,FALSE
32,11,16,26,6,20,14,49,56,105,534.18,0.06,17.15,9161.25,0.18,508.96,5,4,4,8,4,3,0.09,2,2,0.67,0.05,0,20,1,0,31.15,0.33,2,19,60,45.83,FALSE
7,4,0,7,0,11,14,29,23,52,241.48,0.05,18.45,4456.41,0.08,247.58,5,4,1,8,4,3,0.43,2,1,0.33,0.25,3,12,1,0,13.09,0.33,2,11,12,0,FALSE
8,1,0,8,0,11,15,17,19,36,169.22,0.09,11.59,1961.37,0.06,108.96,3,2,1,4,2,2,0.25,2,2,1,0.2,2,7,1,0,14.6,0.5,1,7,10,0,FALSE
26,14,0,23,3,27,15,51,59,110,593.15,0.07,14.17,8403.03,0.2,466.83,11,10,4,20,10,6,0.23,2,3,0.5,0.15,1,26,1,0,41.87,0.17,5,22,41,11.54,FALSE
10,1,0,10,0,10,17,16,25,41,194.95,0.07,13.6,2651.33,0.06,147.3,5,4,1,8,4,3,0.3,2,2,0.67,0.25,0,11,3,1,14.33,1,2,10,12,0,FALSE
66,16,36,64,2,44,26,128,151,279,1710.07,0.03,37.82,64671.74,0.57,3592.87,15,14,3,28,14,8,0.12,2,2,0.25,0.07,1,36,4,0.43,45.22,0.5,7,30,119,37.25,FALSE
27,3,0,27,0,21,22,88,150,238,1291.45,0.02,46.1,59529.74,0.43,3307.21,37,20,3,56,28,19,0.7,2.8,3,0.16,0.61,2,62,17,0.89,28.02,0.89,18,45,31,0,FALSE
7,4,9,6,1,7,10,8,13,21,85.84,0.18,5.71,490.5,0.03,27.25,3,2,1,4,2,2,0.29,2,2,1,0.1,1,5,1,0,15.02,0.5,1,5,21,62.5,FALSE
6,0,0,6,0,6,8,13,14,27,102.8,0.12,8.67,890.92,0.03,49.5,3,2,1,4,2,2,0.33,2,2,1,0.29,1,6,1,0,11.86,0.5,1,6,7,0,FALSE
12,2,0,12,0,15,11,27,31,58,272.63,0.1,9.9,2698.99,0.09,149.94,7,6,1,12,6,4,0.33,2,2,0.5,0.27,1,13,1,0,27.54,0.25,3,11,15,0,FALSE
11,3,3,10,1,9,14,19,23,42,189.99,0.07,14.78,2807.62,0.06,155.98,5,4,1,8,4,3,0.27,2,1,0.33,0.17,1,11,1,0,12.86,0.33,2,10,18,28.57,FALSE
13,5,0,13,0,10,13,16,25,41,185.47,0.1,10.4,1928.85,0.06,107.16,7,4,0,10,5,4,0.31,2.5,1,0.25,0.21,2,12,4,1,17.83,1,3,10,19,0,FALSE
6,0,0,6,0,5,7,7,14,21,75.28,0.2,4.9,368.89,0.03,20.49,5,4,0,8,4,3,0.5,2,1,0.33,0.43,1,9,1,0,15.36,0.33,2,8,7,0,FALSE
14,8,9,13,1,20,15,28,35,63,323.14,0.1,10.5,3393.02,0.11,188.5,5,4,2,8,4,3,0.21,2,2,0.67,0.09,2,12,1,0,30.78,0.33,2,11,32,43.48,FALSE
12,8,0,10,2,12,11,17,20,37,167.37,0.13,7.79,1304.11,0.06,72.45,3,2,1,4,2,2,0.17,2,2,1,0.1,1,6,1,0,21.48,0.5,1,6,21,16.67,FALSE
12,1,0,11,1,7,6,14,17,31,114.71,0.17,6,688.28,0.04,38.24,3,2,0,4,2,2,0.17,2,1,0.5,0.14,1,6,1,0,19.12,0.5,1,6,14,8.33,FALSE
10,12,14,9,1,20,15,25,37,62,318.02,0.11,9.38,2981.4,0.11,165.63,3,2,5,4,2,2,0.2,2,2,1,0.05,1,10,1,0,33.92,0.5,1,10,37,62.5,FALSE
8,6,5,5,3,8,6,12,16,28,106.61,0.22,4.5,479.73,0.04,26.65,7,6,3,12,6,4,0.5,2,4,1,0.2,0,13,1,0,23.69,0.25,3,11,20,61.54,FALSE
16,2,0,16,0,12,12,25,45,70,320.95,0.08,12.5,4011.84,0.11,222.88,3,2,0,4,2,2,0.13,2,1,0.5,0.11,2,5,1,0,25.68,0.5,1,5,19,0,FALSE
7,1,0,7,0,8,11,13,18,31,131.69,0.11,8.94,1176.94,0.04,65.39,5,4,0,8,4,3,0.43,2,1,0.33,0.33,2,10,1,0,14.73,0.33,2,9,9,0,FALSE
15,9,6,13,2,20,17,33,42,75,390.71,0.07,14.03,5479.69,0.13,304.43,5,4,2,8,4,3,0.2,2,2,0.67,0.1,1,10,3,1,27.86,1,2,9,31,38.1,TRUE
24,0,0,24,0,12,17,61,75,136,660.69,0.02,43.21,28547.12,0.22,1585.95,15,8,1,22,11,8,0.33,2.75,2,0.25,0.32,6,24,3,0.29,15.29,0.38,7,18,25,0,FALSE
7,4,0,7,0,9,11,18,21,39,168.56,0.09,11,1854.11,0.06,103.01,3,2,1,4,2,2,0.29,2,2,1,0.17,4,7,1,0,15.32,0.5,1,7,12,0,FALSE
31,11,11,30,1,29,16,40,55,95,521.73,0.09,11.03,5756.98,0.17,319.83,7,2,6,4,2,5,0.16,2,5,1,0.09,0,19,1,0,47.28,0.2,1,16,54,28.57,TRUE
6,2,0,6,0,4,7,6,9,15,51.89,0.19,5.25,272.43,0.02,15.14,3,2,1,4,2,2,0.33,2,2,1,0.22,0,5,1,0,9.88,0.5,1,5,9,0,FALSE
74,4,1,64,10,41,35,194,294,488,3048.99,0.01,82.8,252471.13,1.02,14026.17,24,14,3,28,14,16,0.22,2,5,0.31,0.2,1,49,1,0,36.82,0.06,7,35,80,14.67,FALSE
45,11,9,41,4,37,6,123,126,249,1351.14,0.1,9.97,13474.88,0.45,748.6,3,2,0,4,2,2,0.04,2,1,0.5,0.03,1,6,1,0,135.48,0.5,1,6,66,24.07,FALSE
9,7,0,7,2,9,14,24,30,54,244.27,0.05,18.67,4559.75,0.08,253.32,9,6,1,14,7,5,0.56,2.33,2,0.4,0.29,0,14,4,0.75,13.09,0.8,4,11,17,22.22,FALSE
18,1,0,18,0,15,13,26,37,63,302.86,0.09,11.27,3412.26,0.1,189.57,5,4,4,8,4,3,0.17,2,3,1,0.15,1,12,1,0,26.88,0.33,2,11,20,0,FALSE
13,1,0,13,0,6,15,17,33,50,219.62,0.05,21.25,4666.84,0.07,259.26,13,8,0,20,10,7,0.54,2.5,1,0.14,0.47,1,21,7,1,10.33,1,6,16,15,0,FALSE
7,1,0,7,0,3,10,8,15,23,85.11,0.08,13.33,1134.8,0.03,63.04,5,4,0,8,4,3,0.43,2,1,0.33,0.33,1,10,1,0,6.38,0.33,2,9,9,0,FALSE
59,12,19,59,0,52,13,175,182,357,2149.99,0.05,21.87,47030.93,0.72,2612.83,7,4,0,10,5,4,0.07,2.5,1,0.25,0.04,4,11,1,0,98.29,0.25,3,9,91,24.36,FALSE
49,29,5,38,11,47,17,81,105,186,1116,0.07,14.65,16348.21,0.37,908.23,21,16,6,36,18,11,0.22,2.25,9,0.82,0.13,1,42,7,0.6,76.18,0.64,10,33,84,29.63,TRUE
18,18,11,14,4,23,16,41,49,90,475.69,0.07,14.26,6783.7,0.16,376.87,13,8,1,20,10,7,0.39,2.5,2,0.29,0.15,2,23,4,0.5,33.36,0.57,6,18,48,51.72,TRUE
10,1,0,10,0,10,16,27,36,63,296.13,0.05,21.6,6396.36,0.1,355.35,13,8,1,20,10,7,0.7,2.5,3,0.43,0.58,1,22,1,0,13.71,0.14,6,17,12,0,FALSE
12,1,0,12,0,10,9,22,24,46,195.4,0.1,9.9,1934.51,0.07,107.47,5,4,2,8,4,3,0.25,2,3,1,0.21,0,12,1,0,19.74,0.33,2,11,14,0,FALSE
27,6,0,24,3,23,18,59,80,139,744.7,0.04,23.09,17192.85,0.25,955.16,17,16,2,32,16,9,0.33,2,2,0.22,0.26,2,36,5,0.5,32.25,0.56,8,29,34,11.11,FALSE
10,4,1,9,1,11,11,15,20,35,156.08,0.13,7.5,1170.6,0.05,65.03,3,2,3,4,2,2,0.2,2,2,1,0.13,1,7,1,0,20.81,0.5,1,7,16,18.18,FALSE
37,24,26,33,4,52,20,127,135,262,1616.52,0.04,24.42,39480.4,0.54,2193.36,13,12,3,24,12,7,0.19,2,3,0.43,0.08,0,30,1,0,66.19,0.14,6,25,88,47.62,TRUE
11,12,7,9,2,17,14,21,26,47,232.85,0.12,8.65,2013.44,0.08,111.86,5,2,2,6,3,3,0.27,3,2,0.67,0.1,1,9,3,1,26.93,1,2,8,31,50,FALSE
10,6,4,10,0,12,10,16,23,39,173.92,0.15,6.67,1159.45,0.06,64.41,3,2,0,4,2,2,0.2,2,1,0.5,0.1,1,6,1,0,26.09,0.5,1,6,21,28.57,FALSE
16,11,12,14,2,26,15,40,51,91,487.54,0.09,11.54,5625.43,0.16,312.52,11,4,1,14,9,6,0.38,3.5,2,0.33,0.15,0,16,6,1,42.25,1,5,12,40,50,TRUE
6,1,0,6,0,6,11,10,15,25,102.19,0.11,9.17,936.71,0.03,52.04,3,2,1,4,2,2,0.33,2,2,1,0.25,3,7,1,0,11.15,0.5,1,7,8,0,FALSE
8,8,3,6,2,7,11,14,20,34,141.78,0.09,11,1559.55,0.05,86.64,5,4,1,8,4,3,0.38,2,2,0.67,0.15,0,9,1,0,12.89,0.33,2,8,20,45.45,FALSE
42,27,13,38,4,30,24,58,78,136,782.66,0.04,23.2,18157.82,0.26,1008.77,19,12,1,26,13,11,0.26,2.17,2,0.18,0.13,0,34,1,0,33.74,0.09,7,25,83,30.91,FALSE
22,1,1,21,1,22,9,23,29,52,257.62,0.21,4.7,1211.98,0.09,67.33,7,6,4,12,6,4,0.18,2,4,1,0.16,1,17,1,0,54.76,0.25,3,15,25,8.7,FALSE
12,3,1,12,0,8,12,18,26,44,190.16,0.07,13.5,2567.23,0.06,142.62,3,2,0,4,2,2,0.17,2,1,0.5,0.12,1,5,1,0,14.09,0.5,1,5,17,7.69,FALSE
12,6,1,12,0,13,8,29,30,59,259.14,0.11,8.92,2312.39,0.09,128.47,3,2,0,4,2,2,0.17,2,1,0.5,0.1,0,7,1,0,29.04,0.5,1,7,20,7.69,FALSE
10,7,4,8,2,12,14,19,23,42,197.42,0.09,11.08,2188.05,0.07,121.56,5,4,2,8,4,3,0.3,2,3,1,0.14,1,11,1,0,17.81,0.33,2,10,22,42.86,FALSE
11,1,0,11,0,14,9,41,42,83,375.46,0.08,13.18,4947.97,0.13,274.89,7,6,2,12,6,4,0.36,2,4,1,0.31,1,16,1,0,28.49,0.25,3,14,13,0,FALSE
8,2,3,7,1,3,8,5,14,19,65.73,0.15,6.67,438.19,0.02,24.34,3,2,0,4,2,2,0.25,2,1,0.5,0.14,1,6,1,0,9.86,0.5,1,6,14,36.36,FALSE
69,26,34,68,1,59,22,126,158,284,1800.52,0.04,23.49,42296.9,0.6,2349.83,25,20,7,44,22,13,0.19,2.2,8,0.62,0.1,5,56,7,0.5,76.65,0.54,12,45,130,33.98,FALSE
10,8,0,8,2,12,9,20,22,42,184.48,0.13,7.5,1383.58,0.06,76.87,3,2,2,4,2,2,0.2,2,2,1,0.11,2,7,1,0,24.6,0.5,1,7,19,20,FALSE
27,2,0,2,25,48,11,158,187,345,2029.51,0.06,18.1,36742.62,0.68,2041.26,43,42,0,84,42,22,0.81,2,1,0.05,0.73,1,85,1,0,112.1,0.05,21,65,30,92.59,FALSE
6,0,0,6,0,4,9,5,10,15,55.51,0.18,5.63,312.22,0.02,17.35,3,2,0,4,2,2,0.33,2,1,0.5,0.29,3,5,1,0,9.87,0.5,1,5,7,0,FALSE
16,3,0,16,0,11,10,37,37,74,325.03,0.06,16.82,5466.44,0.11,303.69,11,10,0,20,10,6,0.38,2,1,0.17,0.3,0,24,1,0,19.33,0.17,5,20,20,0,FALSE
6,0,1,6,0,9,10,15,18,33,140.18,0.12,8.33,1168.18,0.05,64.9,3,2,0,4,2,2,0.33,2,1,0.5,0.25,5,6,1,0,16.82,0.5,1,6,8,14.29,FALSE
22,9,4,21,1,30,16,56,66,122,673.87,0.07,14.93,10063.19,0.22,559.07,9,6,2,14,7,5,0.23,2.33,4,0.8,0.14,0,20,3,0.5,45.13,0.6,4,17,36,19.23,FALSE
17,1,0,17,0,24,12,51,59,110,568.69,0.08,12.75,7250.82,0.19,402.82,13,10,1,22,11,7,0.41,2.2,6,0.86,0.37,3,24,6,0.83,44.6,0.86,6,19,19,0,FALSE
14,0,0,14,0,13,11,21,22,43,197.15,0.11,8.88,1751.63,0.07,97.31,5,4,3,8,4,3,0.21,2,2,0.67,0.2,0,12,1,0,22.19,0.33,2,11,15,0,FALSE
71,24,2,68,3,48,30,78,137,215,1351.36,0.04,24.38,32939.44,0.45,1829.97,22,2,9,8,4,17,0.24,4,12,0.71,0.17,0,48,4,0.19,55.44,0.24,3,33,98,6.85,FALSE
52,4,0,49,3,51,25,158,176,334,2086.81,0.03,38.73,80812.65,0.7,4489.59,29,28,9,56,28,15,0.29,2,12,0.8,0.26,5,71,9,0.57,53.89,0.6,14,58,57,5.77,FALSE
7,0,0,7,0,10,10,23,24,47,203.13,0.09,11.5,2336,0.07,129.78,5,4,3,8,4,3,0.43,2,3,1,0.38,0,15,1,0,17.66,0.33,2,14,8,0,FALSE
63,5,6,57,6,68,19,151,162,313,2016.64,0.05,21.1,42542.23,0.67,2363.46,33,26,2,58,29,17,0.27,2.23,7,0.41,0.23,1,69,9,0.5,95.6,0.53,16,54,75,17.39,TRUE
206,19,31,206,0,148,19,564,608,1172,8653.7,0.03,36.2,313287.38,2.88,17404.85,59,58,3,116,58,30,0.15,2,3,0.1,0.12,4,110,1,0,239.03,0.03,29,82,257,13.08,FALSE
5,0,0,5,0,4,8,4,8,12,43.02,0.25,4,172.08,0.01,9.56,3,2,0,4,2,2,0.4,2,1,0.5,0.33,3,5,1,0,10.75,0.5,1,5,6,0,FALSE
13,12,8,11,2,22,18,28,40,68,361.89,0.09,11.45,4145.3,0.12,230.29,5,4,3,8,4,3,0.23,2,2,0.67,0.09,2,13,1,0,31.59,0.33,2,12,34,47.62,FALSE
9,0,0,8,1,11,9,14,16,30,129.66,0.17,5.73,742.59,0.04,41.25,5,4,3,8,4,3,0.33,2,3,1,0.3,0,12,1,0,22.64,0.33,2,11,10,11.11,FALSE
22,10,5,22,0,22,8,63,62,125,613.36,0.09,11.45,7025.78,0.2,390.32,5,4,0,8,4,3,0.14,2,1,0.33,0.08,0,11,1,0,53.55,0.33,2,10,38,18.52,FALSE
11,1,0,11,0,17,16,27,35,62,312.75,0.08,12.71,3973.8,0.1,220.77,7,4,3,10,5,4,0.36,2.5,2,0.5,0.31,1,14,3,0.67,24.61,0.75,3,12,13,0,FALSE
13,4,3,13,0,16,16,29,40,69,345,0.07,14.5,5002.5,0.12,277.92,5,2,2,6,3,3,0.23,3,2,0.67,0.14,0,10,3,1,23.79,1,2,9,21,18.75,FALSE
40,4,0,34,6,49,27,94,120,214,1337.06,0.04,25.9,34627.03,0.45,1923.72,33,24,6,56,28,17,0.43,2.33,5,0.29,0.38,3,64,7,0.38,51.63,0.41,16,49,45,15,FALSE
